"['Moviename', 'Userscore', 'Author']"
avengers-age-of-ultron,8,TheQuietGamer
interstellar,8,SEROJ
goodnight-mommy,7,BrianMcCritic
pixels,7,analogkid280
avengers-age-of-ultron,7,theoffice
trainwreck,9,BrianMcCritic
star-wars-episode-vii---the-force-awakens,9,BrianMcCritic
trainwreck,10,TVJerry
amy-2015,9,TVJerry
ant-man,8,Bruce722
kingsman-the-secret-service,7,shiftworker
star-wars-episode-vii---the-force-awakens,8,TVJerry
avengers-age-of-ultron,8,Compi24
pawn-sacrifice,7,BrianMcCritic
kingsman-the-secret-service,7,JLuis_001
avengers-age-of-ultron,7,Thegodfatherson
queen-of-earth,8,Spangle
pawn-sacrifice,8,Compi24
ted-2,8,CountryPetInn
the-martian,9,BrianMcCritic
avengers-age-of-ultron,9,BrianMcCritic
sinister-2,7,TheQuietGamer
war-room,7,TheQuietGamer
mission-impossible---rogue-nation,9,BrianMcCritic
gravity,9,JLuis_001
ant-man,7,Spangle
the-martian,8,Compi24
mission-impossible---rogue-nation,10,Thegodfatherson
jurassic-world,8,BrianMcCritic
mission-impossible---rogue-nation,10,Compi24
woodlawn,10,CountryPetInn
grandma,7,TVJerry
steve-jobs,8,BrianMcCritic
99-homes,8,TVJerry
guardians-of-the-galaxy,7,shiftworker
straight-outta-compton,8,BrianMcCritic
trumbo-2015,7,TVJerry
maze-runner-the-scorch-trials,9,TheQuietGamer
hotel-transylvania-2,7,analogkid280
hotel-transylvania-2,9,TheQuietGamer
irrational-man,7,Spangle
maze-runner-the-scorch-trials,8,analogkid280
minions,7,TheQuietGamer
grandma,7,JLuis_001
avengers-age-of-ultron,7,TVJerry
trumbo-2015,7,BrianMcCritic
interstellar,8,BrianMcCritic
mission-impossible---rogue-nation,7,Spangle
jurassic-world,7,Bruce722
straight-outta-compton,7,TVJerry
straight-outta-compton,10,Thegodfatherson
room-2015,10,TVJerry
ant-man,7,Compi24
ant-man,10,Thegodfatherson
terminator-genisys,7,Thegodfatherson
room-2015,9,BrianMcCritic
the-33,7,TVJerry
steve-jobs,8,TVJerry
room-2015,9,Spangle
mission-impossible---rogue-nation,7,TheQuietGamer
straight-outta-compton,7,Spangle
ant-man,9,TheQuietGamer
ant-man,8,BrianMcCritic
crimson-peak,9,TheQuietGamer
crimson-peak,8,Spangle
black-mass,7,TVJerry
the-night-before,8,TheQuietGamer
the-night-before,7,BrianMcCritic
zootopia,8,Spangle
zootopia,7,Compi24
creed,8,Spangle
the-danish-girl,8,TVJerry
the-martian,8,TVJerry
victor-frankenstein,8,TheQuietGamer
black-mass,8,Spangle
black-mass,7,Compi24
black-mass,9,Thegodfatherson
crimson-peak,7,shiftworker
black-mass,8,BrianMcCritic
black-mass,7,SEROJ
steve-jobs,7,Spangle
the-danish-girl,7,Compi24
fantastic-four-2015,7,TheQuietGamer
black-mass,8,MovieGuys
avengers-age-of-ultron,7,Spangle
the-martian,9,TheQuietGamer
the-martian,9,Spangle
interstellar,9,TheQuietGamer
terminator-genisys,7,RoraEst
creed,8,Compi24
creed,10,BrianMcCritic
in-the-heart-of-the-sea,7,TVJerry
jurassic-world,9,Thegodfatherson
macbeth-2015,8,TVJerry
macbeth-2015,8,Spangle
the-lady-in-the-van,7,TVJerry
jurassic-world,9,TheQuietGamer
the-revenant-2015,10,Compi24
macbeth-2015,9,JLuis_001
mission-impossible---rogue-nation,8,JLuis_001
creed,7,TVJerry
terminator-genisys,7,Compi24
sing-street,9,BrianMcCritic
the-witch,9,Spangle
sing-street,8,TVJerry
creed,8,MovieGuys
sing-street,8,Spangle
jurassic-world,8,Compi24
tale-of-tales,8,shiftworker
tale-of-tales,7,BrianMcCritic
the-martian,9,SEROJ
jurassic-world,8,RoraEst
the-witch,8,BrianMcCritic
the-jungle-book-2016,7,TVJerry
creed,7,JLuis_001
me-before-you,7,TVJerry
the-boss,7,TheQuietGamer
money-monster,7,TVJerry
the-meddler,7,TVJerry
a-bigger-splash,7,TVJerry
the-jungle-book-2016,8,BrianMcCritic
interstellar,7,Bruce722
the-meddler,7,Spangle
ant-man,7,JLuis_001
equals,8,Spangle
the-revenant-2015,10,SEROJ
me-before-you,7,Spangle
deadpool,8,BrianMcCritic
popstar-never-stop-never-stopping,9,TheQuietGamer
mike-and-dave-need-wedding-dates-2016,7,TVJerry
money-monster,7,Spangle
money-monster,8,Compi24
mike-and-dave-need-wedding-dates-2016,7,BrianMcCritic
popstar-never-stop-never-stopping,8,BrianMcCritic
money-monster,7,BrianMcCritic
mike-and-dave-need-wedding-dates-2016,8,TheQuietGamer
hunt-for-the-wilderpeople,8,TVJerry
central-intelligence,7,TheQuietGamer
hunt-for-the-wilderpeople,8,Spangle
avengers-age-of-ultron,7,JLuis_001
hunt-for-the-wilderpeople,7,BrianMcCritic
swiss-army-man,7,TheQuietGamer
imperium,8,Spangle
imperium,9,Thegodfatherson
swiss-army-man,7,BrianMcCritic
the-purge-election-year,9,TheQuietGamer
star-trek-beyond,8,BrianMcCritic
white-girl,8,Spangle
swiss-army-man,7,shiftworker
petes-dragon,7,Spangle
dont-breathe,10,Thegodfatherson
dont-breathe,10,Compi24
dont-breathe,7,BrianMcCritic
the-jungle-book-2016,9,TheQuietGamer
finding-dory,7,TVJerry
petes-dragon,7,BrianMcCritic
the-jungle-book-2016,7,Spangle
finding-dory,9,Compi24
dont-breathe,7,TVJerry
finding-dory,8,Spangle
the-jungle-book-2016,7,Compi24
the-jungle-book-2016,7,SEROJ
the-martian,8,JLuis_001
the-secret-life-of-pets,7,shiftworker
star-trek-beyond,7,TVJerry
the-revenant-2015,10,TVJerry
x-men-apocalypse,7,BrianMcCritic
the-bfg,7,BrianMcCritic
snowden,7,TVJerry
under-the-shadow,8,Spangle
american-honey,7,TVJerry
denial,7,Spangle
the-witch,7,TheQuietGamer
snowden,7,TheQuietGamer
american-honey,7,Spangle
the-jungle-book-2016,8,shiftworker
the-magnificent-seven,8,Compi24
the-magnificent-seven,7,BrianMcCritic
dont-breathe,8,TheQuietGamer
the-secret-life-of-pets,7,TheQuietGamer
the-magnificent-seven,9,Thegodfatherson
the-9th-life-of-louis-drax,9,Thegodfatherson
miss-sloane,7,Spangle
la-la-land,8,Compi24
live-by-night,8,Spangle
la-la-land,9,BrianMcCritic
the-magnificent-seven,8,TheQuietGamer
la-la-land,10,Spangle
x-men-apocalypse,8,Compi24
lion,8,Spangle
a-dogs-purpose,8,TVJerry
assassins-creed,7,TheQuietGamer
x-men-apocalypse,8,TVJerry
manchester-by-the-sea,8,Spangle
hidden-figures,8,TVJerry
the-zookeepers-wife,8,TVJerry
finding-dory,10,TheQuietGamer
finding-dory,7,SEROJ
the-wedding-plan,7,TVJerry
deadpool,9,Compi24
manchester-by-the-sea,9,TVJerry
megan-leavey,7,TVJerry
the-revenant-2015,8,Spangle
manchester-by-the-sea,7,Compi24
raw,7,TVJerry
manchester-by-the-sea,8,BrianMcCritic
ingrid-goes-west,7,TVJerry
wind-river,8,Compi24
lion,7,TVJerry
raw,9,TheQuietGamer
raw,7,Spangle
ingrid-goes-west,8,Spangle
in-this-corner-of-the-world,8,JLuis_001
ingrid-goes-west,7,Compi24
star-trek-beyond,7,shiftworker
ingrid-goes-west,8,BrianMcCritic
ingrid-goes-west,7,JLuis_001
brigsby-bear,8,BrianMcCritic
brigsby-bear,7,JLuis_001
the-revenant-2015,9,BrianMcCritic
star-trek-beyond,8,Compi24
x-men-apocalypse,7,shiftworker
wind-river,9,BrianMcCritic
atomic-blonde,7,TVJerry
the-revenant-2015,9,CountryPetInn
wind-river,8,JLuis_001
wind-river,7,TVJerry
wind-river,7,Spangle
beauty-and-the-beast-2017,8,Compi24
beauty-and-the-beast-2017,8,SEROJ
deadpool,10,TVJerry
x-men-apocalypse,7,TheQuietGamer
the-revenant-2015,8,TheQuietGamer
beauty-and-the-beast-2017,9,BrianMcCritic
beauty-and-the-beast-2017,7,TheQuietGamer
star-wars-episode-vii---the-force-awakens,8,Spangle
the-revenant-2015,9,JLuis_001
deadpool,9,TheQuietGamer
deadpool,9,MovieGuys
star-wars-episode-vii---the-force-awakens,9,TheQuietGamer
